topic_no	topic_zeta	topic_words
204	0.0024812795262581155	['42', 'trafic', 'vicars', 'buick', 'led', 'pirate', 'led zeppelin', 'zeppelin', '42 crew', 'crew']
191	0.00244456411430437	['jalak', 'lolli', 'donjon', 'aamma', 'minalde', 'snel', 'gisèle', 'faucon glace', 'arbrerocs', 'isambour']
197	0.00244456411430437	['valleroy', 'talhael', 'twern', 'klyd', 'zeor', 'nashmar', 'andle', 'talolahti', 'sihtric', 'helvin']
266	0.002438033319788704	['daym', 'aimline', 'seel', 'histrion', 'confed', 'parthène', 'ezaelle', 'ssecem', 'aimlin', 'ramane']
368	0.002438033319788704	['carfax', 'appareil', 'babcock', '42', 'sélecteur', 'modules', 'eyniqi', 'jeton', 'scalvinn', 'armoires']
109	0.0023841948794282117	['archim', 'gouvernement', 'politique', 'aragonès', 'senfout', 'général', 'edijha', 'parti', 'beyle', 'japcase']
15	0.002358948972270637	['catlin', 'dieux', 'chinois', 'bronzes', 'tzu', 'congrès', 'qin', 'lusitania', 'flotte', 'démosthène']
334	0.002358071701365547	['transformationalisme', 'weller', 'steinhardt', 'pissaro', 'adhérents', 'scénario', 'longs métrages', 'mouvement', 'transformation', 'métrages']
285	0.002358071701365547	['ruche', 'ruches', 'majats', 'kethiuy', 'guerriers', 'raen', 'bohrt', 'kontrin', 'ouvrier', 'faux bourdons']
288	0.002358071701365547	['bernstein', 'ondes cérébrales', 'cérébrales', 'weller', 'steinhardt', 'ondes', 'zeltveg', 'lecteur ondes cérébrales', 'lecteur ondes', 'fléau']
228	0.0022348638764729785	['jedith', 'ottiz', 'farkie', 'jov', 'addim', 'médaillon', 'jedith jedith', 'dup', 'alféo', 'lière']
230	0.002198148464519233	['dragon', 'dragons', 'monseigneur', 'moonbird', 'bouffon', 'malibor', 'zalzan kavol', 'zalzan', 'kavol', 'chèvre']
23	0.0021753719125019097	['jésus', 'objets objets', 'seigneur', 'dieux', 'kernik', 'père', 'jérusalem', 'maligou', 'objets', 'prêtre']
201	0.0021247176406117424	['harkness', 'kif', 'jarid', 'kokody', 'jath', 'darzir', '404', 'furst', 'cluster', 'diaspad']
168	0.002118186846096076	['weller', 'franker', 'steinhardt', 'formation', 'transformationalisme', 'dollars', 'institut', 'moniteurs', 'bailor', 'séances']
140	0.002081471434142331	['sss', 'nodles', 'système solaire', 'solaire', 'mec', 'ver sable', 'système', 'ver', 'sphère bureau', 'incultes']
209	0.002074940639626665	['clones', 'frères', 'garçons', 'persona', 'rivière', 'minoterie', 'regarda', 'vallée', 'groupe', 'acquiesça']
233	0.002074940639626665	['orlo', 'lilgin', 'jodell', 'megara', 'savants', 'dictateur', 'ishkrin', 'cité communications', 'higenroth', 'bylol']
39	0.0020668177608758366	['président', 'rossinante', 'ministre', 'darnish', 'hulvey', 'gouverneur', 'présidente', 'politique', 'packer', 'busheïn']
247	0.0020382252276729194	['jirel', 'talhael', 'lumière', 'jent', 'noiroir', 'splendeur', 'nuit', 'évariste', 'étoiles', 'tonnerre']
190	0.0020316944331572532	['jé', 'humirs', 'mox', '410', 'humoks', 'humir', 'gerkanol', 'organe', '1000', 'cos']
365	0.0020316944331572532	['vados', 'guerrero', 'mendoza', 'cortès', 'mise demeure', 'murieta', 'tiempo', 'hakluyt', 'arrio', 'sra']
136	0.001971325198281095	['carnivore', 'nicodème', 'shakespeare', 'viande', 'bête', 'azna', 'tunnel', 'étang', 'serpent mâle', 'limaces']
55	0.001967263758905681	['chrétiens', 'turcs', 'soldats', 'soldats chrétiens', 'hommes', 'pèlerins', 'fleuve', 'père ascelin', 'ascelin', 'troupes']
377	0.0019517328147340965	['nexus', 'nicodème', 'hulann', 'shakespeare', 'harker', 'danybot', 'intelligence', 'bemie', 'doter', 'terrien']
307	0.0019517328147340965	['jarid', 'kingkrab', 'yasimin', 'wadaïmo', 'isalko', 'netan isalko', 'netan', 'semeru', 'esquif', 'jarreau']
267	0.0019517328147340965	['cromwell', 'homett', 'hornett', 'gouverneur', 'sucre orge', 'androbots', 'farfalou', 'photoïde', 'orge', 'momie']
343	0.0018285249898415277	['tileman', 'bitchy', 'courcy', 'médée', 'dr tileman', 'voulez', 'demanda bitchy', 'répondit bitchy', 'angleterre', 'air terrorisé']
135	0.001811401961434781	['bross', 'battysens', 'weller', 'szimak', 'carenheim', 'népo', 'charboll', 'solnès', 'citizen', 'vinkler']
347	0.0017918095778877827	['eristan', 'pfui', 'sociétés', 'silverson', 'développement', 'santarém', 'milliards', 'sciavoni', 'civilisation', 'usines']
148	0.0017550941659340371	['tenebrosa', 'amazones', 'amazone', 'comyn', 'terrienne', 'montray', 'margali', 'serment', 'hastur', 'guilde']
386	0.001748563371418371	['simulatron', 'amnésie', 'pohl', 'rêves', 'soucieux', 'armitage', 'mémoire', 'recherches', 'arrivée hier', 'souvenirs']
90	0.001744501932042957	['yudel', 'ptorn', 'crack', 'bross', 'weizmann', 'rooney', 'chapeau pardessus', 'aamma', 'allez', 'sadève']
125	0.0017314403430116242	['avion', 'pilote', 'réacteurs', 'atterrissage', 'appareil', 'vitesse', 'hile', 'parachute', 'kilomètres', 'moteurs']
63	0.0016776019026511321	['hulann', 'kanin', 'corps', 'construct', 'fouldroule', 'couleur', 'poils', 'calligraphe', 'yeux', 'stratten']
316	0.001668601752995214	['korwal', 'skiath', 'rassemblement', 'grid', 'khô', 'mælbach', 'demné', 'substance', 'böhninger', 'sleg']
154	0.001644947930072801	['môle', 'chef informations', 'ïî', 'warum', 'mongolo', 'flugman', 'mlle dupré', 'tatav', 'valleroy', 'klyd']
214	0.001638417135557135	['okawho', 'rédemption', 'edius', 'arbres', 'mont', 'vent', 'temen', 'incidentes', 'guettes agiles', 'guettes']
345	0.0016253555465258025	['amazones', 'jerana', 'amazones libres', 'jalak', 'lorill', 'femmes', 'cousine', 'libres', 'chaînes', 'comyn']
333	0.0016253555465258025	['keraij', 'yor', 'keraïni', 'kerai', 'sehin', 'uruan', 'féhimi', 'kaerdug', 'mâles', 'sélection']
141	0.0016082325181190557	['centenier', 'tombaugh', 'épée', 'avancement', 'attendais', 'forestier', 'béatrix', 'mort sépare', 'hegel', 'grayswandir']
170	0.0016017017236033895	['gerfaut', 'drakhane', 'koreh', 'jahol', 'méry', 'flaming', 'fumette', 'darche', 'branche', 'douairière']
188	0.0015951709290877233	['fœtus', 'embryon', 'sperme', 'mère', 'ommach', 'bébé', 'bébés', 'mères', 'ventre mère', 'naître']
175	0.0015886401345720572	['kryn', 'orionis', 'universelia', 'phénix', 'pensants', 'oiseau', 'gahn', 'evguenir', 'joyau', 'tivali']
265	0.0015519247226183119	['carvil', 'grande terre', 'vextase', 'djemine', 'pirates', 'île', 'pointus', 'véra', 'soldats japonais', 'soldats']
282	0.0015453939281026457	['masters', 'broehm', 'mittend', 'masters père', 'malevic', 'utgers', 'ints', 'glencairn', 'obdan', 'masters trouve']
374	0.0015453939281026457	['hofa', '42', 'jokari', 'trafic', 'ultimate', 'virus gluant', 'redlynch', 'counter', 'mutant counter', 'spectre']
310	0.0015086785161489002	['évelyne', 'pistodard', 'labrador', '88', 'transmat labrador', 'mis défi', 'transmat', 'krug', 'ordinateur', 'jours']
360	0.0014654323096794887	['harker', 'bleu limpide', 'patchett', 'limpide', 'mendiant', 'sutter', 'step', 'harker voix', 'aigle', 'galactique']
218	0.0014352476922414098	['sbire', 'noséné', 'télévision', 'télé', 'science noire', 'miramion', 'médias', 'pinocchio', 'science', 'étranges créatures']
172	0.0014287168977257434	['boamiens', 'boamien', 'ghéridanisol', 'lovdale', 'domologiste', 'maître witz', 'witz', 'possédés', 'monser', 'déase']
330	0.0014287168977257434	['blues', 'musique', 'alladale', 'clarinette', 'jouait', 'haguenier', 'chanson', 'sex pistols', 'pistols', 'trompette']
289	0.0014287168977257434	['vorst', 'souvenirs', 'déconditionnement méditatif', 'déconditionnement', 'méditatif', 'film', 'mésange', 'veux composer', 'closter', 'rencontrée semaine']
380	0.0014221861032100772	['corson', 'hipprone', 'aergistal', 'monstre', 'ngal nda', 'ngal', 'nda', 'planète mausolée', 'prone', 'collier']
32	0.0013667555786144227	['lieutenant', 'capitaine', 'cops', 'commandant', 'officier', 'chef', 'sanselme', 'général', 'fantin', 'gouverneur']
303	0.0013487552793025864	['lupin', 'lanyon', 'sarazat', 'lampe', 'chef informations', 'électricien', 'lightyears', 'téléviseurs', 'sébastien', 'mauser']
152	0.0013120398673488413	['jourdaine', 'béni', 'oï', 'oï tîkî', 'tîkî', 'mamette', 'saurien', 'concourle', 'ibère', 'terango']
371	0.0013055090728331749	['murieta', 'beyle', 'soûlas', 'cabinet affaires', 'kgb', 'sigueiras', 'carenheim', 'abbé', 'kgb envoyé', 'yeishi']
369	0.0013055090728331749	['branhaelle', 'muldoon', 'twern', 'djorb', 'monseigneur', 'horcs', 'irlandais', 'elidath', 'tunigorn', 'talhael']
357	0.0013055090728331749	['cassiân', 'yrvène', 'sélèn', 'még', 'édouard', 'loumka', 'burr', 'écailles', 'suttondale', 'argyre']
260	0.0012687936608794296	['achron', 'argyropoulos', 'chauve', 'corson', 'assommait', 'foran', 'zôl', 'errull', 'zôls', 'guerres']
337	0.001225547454410018	['bledd', 'chapeau', 'candidat', 'moïse', 'serpendeau', 'curedent', 'josephson', 'clown', 'tübingen', 'plankaert']
-1	0.0011431164808466399	['temps', 'yeux', 'tête', 'femme', 'chose', 'voix', 'porte', 'fit', 'air', 'voir']
397	0.0011023396295174496	['firestone', 'grotte', 'persval', 'flambeau', 'caverne', 'flics', 'harker', 'corniche', 'djunguzz', 'achron']
378	0.0011023396295174496	['glair', 'sélèn', 'jakt', 'bouc air', 'hern', 'nacelle', 'bête', 'efforts montrer', 'drone', 'cou bête']
205	0.0010721550120793705	['daïren', 'noé', 'hulann', 'froid', 'ladier', 'skis', 'zeltran', 'lohiro', 'lanières cuir', 'naoli']
412	0.0009791318046248813	['frédi', 'cortexine', 'frédi frédi', 'directives', 'tzu', 'cellules', 'descolada', 'balles réelles', 'enlèverons', 'normaliser']
351	0.0009424163926711358	['kernik', 'œuf bleu', 'villageois', 'hipprone', 'bufo', 'œuf', 'corson', 'âalkâ kâa', 'kâ âalkâ', 'âalkâ']
328	0.0009424163926711358	['hastur', 'montray', 'terriens', 'hartani', 'comyn', 'tenebrosa', 'langue', 'langage', 'beckers', 'thendara']
248	0.000862454774247979	['tokyo', 'nagisa', 'vois yeux', 'burano', 'cantrell', 'jungle', 'aimaina', 'kimura', 'japonais', 'yasujiro']
71	0.0008322701568098999	['agnès', 'gimlet', 'sœur', 'intermezzo', 'pouvais', 'dis', 'lorenzaccio', 'montre', 'élèves', 'voulais']
249	0.0008257393622942336	['roches', 'broken', 'rivière', 'construction', 'minéraux', 'bâtiments', 'jent', 'vaisseau stellaire', 'granité', 'edmée']
129	0.0007955547448561546	['shakespeare', 'carnivore', 'nicodème', 'limaces', 'frédi', 'macbeth', 'crâne shakespeare', 'sentier', 'représentation', 'tubulure']
294	0.0007824931558248221	['tokyo', 'twern', 'horc', 'djalaluddin', 'togaïl', 'helvin', 'treuffais', 'claymore', 'twern veux', 'merbok']
298	0.0007824931558248221	['monkey', 'singe', 'godall', 'ziggy', 'dr zujaran', 'zujaran', 'singes', 'scuffles', 'casaubon', 'aw']
363	0.0007759623613091559	['félix', 'borg', 'gabey', 'ducreux', 'gérou', 'mutants', 'scientifiques', 'collègues', 'génétique', 'touche noire']
243	0.0007457777438710767	['broehm', 'innid', 'copeau', 'raphaële', 'innid brennen', 'brennen', 'viard', 'multimate', 'système noétique', 'feintes']
411	0.000696000742885999	['shaquille', 'poisons', 'phébé', 'aggloméréville', 'soupe', 'anédrine', 'laney', 'bix', 'prescrivent', 'bix phébé']
349	0.0006592853309322537	['harker', 'tête tourne', 'corson', 'jour cessa', 'chantage', 'cécile', 'niss', 'cury', 'steiner', 'gonflé']
262	0.0006225699189785083	['leguennec', 'vandoosler', 'beautés', 'jov', 'enfer', 'créateur', 'sexe', 'hervé', 'tripatouiller', 'bretelle fusil']
254	0.0006225699189785083	['cholly', 'breedlove', 'mutin mutant', 'bidule', 'dis', 'connaissons', 'mort lente', 'frédéric', 'luge', 'mutin']
414	0.0006160391244628422	['valleroy', 'zeor', 'médiateur', 'klyd', 'denrau', 'donneur', 'léopoldine', 'latéraux', 'gallaugher', 'kriebel']
419	0.0006160391244628422	['boaras', 'meymuna', 'rêve', 'abassa', 'enveloppée manteau noir', 'calife', 'taël regardèrent', 'rouler rouler', 'rêve rêve', 'hommes patrouille']
420	0.0006160391244628422	['sodomite', 'swede', 'demandions', 'directeur adjoint', 'intolérance', 'demain demain', 'adjoint banque county', 'directeur adjoint banque', 'adjoint banque', 'banque county']
133	0.0005989160960560955	['route', 'kilomètres', 'arbres', 'autoroute', 'voiture', 'chauffeur', 'récifs', 'ennian', 'paysage', 'pont']
222	0.0005858545070247629	['swigert', 'pilote', 'zawech', 'haise', 'selmer', 'module', 'module commande', 'szellam', 'szellam ghur', 'ghur']
323	0.0005793237125090968	['horner', 'brigadier', 'bureau', 'coffre', 'taël', 'grégoire', 'ronsac', 'newcastle', 'lumière suppose', 'commissaire jessling']
309	0.0005793237125090968	['patillot', 'bylol', 'haas', 'brevets', 'tidal', 'laney', 'nymphettes', 'western', 'corporation', 'tarte citron']
114	0.00056220068410235	['étang', 'sills', '80 100', 'mots croisés', 'ans', 'irthia', 'enfermé', 'deucalio', 'mue', 'wishman']
102	0.0005491390950710176	['tatav', 'luda', 'jov', 'rakoff', 'harmonium', 'buissonnets', 'lunora', 'bossard', 'crés', 'réfectoire']
394	0.0005360775060396852	['brunebroucke', 'renée', 'helvin', 'loussa', 'chanson', 'babylone', 'demanda case', 'case', 'brenàn', 'cube']
29	0.0005083622437418579	['michèle', 'braden', 'usine', 'armstead', 'caporal', 'technic', 'fuentès', 'trader', 'makaire bleu', 'makaire']
213	0.0005058928886016061	['arbres pères', 'disent', 'arbres', 'lumière', 'loin mers', 'pères', 'sable', 'tajo', 'branches', 'arbre']
103	0.0004822390656791932	['bataillon', 'pc', 'viets', 'légionnaires', 'bigeard', 'artillerie', 'lieutenant', 'langlais', 'assaut', 'officiers']
292	0.00045611588761652845	['verlac', 'mugnier', 'avocat général', 'léoni', 'jurés', 'wotan', 'exbrayat', 'paolucci', 'avocat', 'zôl']
352	0.00045611588761652845	['alginate', 'pâte', 'goossens', 'chef laboratoire', 'outil', 'rats', 'catalyseur', 'marteau', 'modèle', 'flexibles']
366	0.00045611588761652845	['mont vénus', 'vénus', 'palais glaces', 'orwell', 'sérigny', 'pressa touche', 'mont', 'hais héroïne', 'trappe verrouillée', 'bout bout bout']
203	0.0004259312701784491	['loose', 'électriques', 'musée', 'sern', 'rue', 'jallud', 'méduse musée', 'caravane', 'cires', 'lumière']
112	0.0004022774472560364	['père', 'rendall', 'sambro', 'enfants', 'certificat naissance', 'péché', 'classe', 'naissance', 'parents', 'mère']
107	0.0004022774472560364	['musiciens', 'baroda', 'musique', 'houwa', 'velasquo', 'chef piste', 'tables', 'sanguinetto', 'orchestre', 'harid']
236	0.0003826850637090376	['huile', 'panne', 'bricoleur', 'pouvez ignorer', 'étrave', 'panne externe', 'moteur', 'station', 'eboe', 'pression']
417	0.0003329080627239599	['seigneur gueux', 'gueux', 'isambour', 'vavasseur', 'seigneur gueux antimus', 'gueux antimus', 'antimus', 'seigneur', 'ministre duroy', 'djent']
424	0.0003329080627239599	['saucisse', 'bricoleur', 'mulé', 'faucon glace', 'duralumin', 'chaussons course', 'fit mulé', 'nuage', 'troupeau', 'bronco']
409	0.0003329080627239599	['swwfw', 'gratinée', 'décati', 'rémy', 'valleroy', 'aimline', 'keîsey', 'klyd', 'médiateur', 'oligarche']
407	0.0003329080627239599	['keif', 'disquette', 'norsworthy', 'rire', 'bigeard', 'monkey', 'végète', 'aimline', 'foule retourne', 'weller']
64	0.00030519280042613306	['kg', 'gerfaut', 'pain', 'café', 'bière', 'repas', 'salade', 'jambon', 'kaltz', 'secrétaire etat']
326	0.00029619265077021465	['avion', 'pilote', 'orloff', 'selmer', 'singapour', 'nielsen', 'appareil', 'whitewell', 'dearborne', 'piste']
115	0.0002790696223634679	['bascus', 'madu', 'bailea', 'flic', 'police', 'vagabond', 'mellors', 'haymann', 'policier', 'cruiser']
361	0.00025294644430080306	['diaspad', 'ratz', 'bugul', 'lherbier', 'gaohn', 'pistolet', 'verrière', 'gage ratz', 'questions poser questions', 'scrutateur']
146	0.00022929262137839	['film', 'pubs', 'weller', 'cinéma', 'producteur', 'cinématographique', 'chameau', 'tournage', 'publicité', 'bailor']
301	0.00021623103234705776	['émile', 'viard', 'tozzi', 'tchad', 'rouvre', 'stratton', 'missouri', 'mme rouvre', 'liverion', 'restez responsable']
302	0.00021623103234705776	['alcool', 'nécrozones', 'eichbrunn', 'sébastien', 'jeb', 'commandant', 'faisait éloge', '8e escadrille', 'rajouter', 'adénosyne']
364	0.00017298482587764616	['beegan', 'vidame', 'showbiz', 'chauffard', 'hissune', 'tué beegan', 'bullourde', 'impasse bullourde', 'poèmes', 'deeds']
375	0.00017298482587764616	['créativité', 'contrariété', 'vorst', 'dessin', 'hot dogs', 'dogs', 'peintre', 'faux soldats', 'ravot', 'regain']
272	0.00013626941392390086	['flocon', 'désincorporation', 'hawthorne', 'vieille', 'pension', 'conteur', 'rachat', 'adébenn', 'penn adébenn', 'dégoût yeux']
346	9.302320745448926e-05	['garnel', 'pradon', 'lle deroze', 'tache', 'moniteurs', 'deroze', 'profitendieu', 'proposition', 'lle', 'piove']
344	9.302320745448926e-05	['fêlure', 'coup foudre', 'gimlet', 'foudre', 'larbins', 'décidé coopérer', 'grandes mains chaudes', 'cheville', 'nabote', 'lupin']
157	6.936938453207622e-05	['treuffais', 'gardella', 'baher', 'boltover', 'bledd', 'pennaroya', 'xerox', 'blackie', 'copeau', 'poniachet']
261	5.630779550074396e-05	['fortineau', 'romanov', 'méry', 'chanfond', 'brochette', 'stéphanie', 'keraij', 'rené', 'rodes', 'chanfond voix']
413	4.977700098507778e-05	['glair', 'toledo', 'tileman', 'hemming', 'dr tileman', 'michèle', 'lapointe', 'michèle veux', 'vieilles dames', 'frères mémoire']
425	4.977700098507778e-05	['ruthery', 'abassa', 'grivel', 'cadavres', 'roches brûlantes', 'camp ennemi', 'joiry', 'cratères', 'noémi', 'turcs']
405	4.977700098507778e-05	['wexford', 'ceresola', 'burden', 'rushworth', 'nollet', 'blindé', 'copeau', 'dover', 'rails', 'street']
400	4.977700098507778e-05	['cilima', 'ribeauvillé', 'garçon', 'langlais', 'décrochage', 'skinner', 'sammel', 'normaliens', 'perlouze', 'effaçoir']
324	1.3061589031332366e-05	['carrier', 'selmer', 'tomek', 'os seiche', 'fender', 'seiche', 'jonis', 'orchestre', 'weller', 'rossinante']
331	1.3061589031332366e-05	['jago', 'thackeray', 'cribb', 'orlo', 'suchman', 'radstock', 'chanfond', 'remettent', 'commanditaire', 'cabriolet']
318	1.3061589031332366e-05	['xemahoa', 'piggies', 'docteur burmeister', 'burmeister', 'lidla', 'poupée', 'séjour', 'overdose', 'mal commencer', 'fibre maternelle']
398	-3.018461743807912e-05	['cready', 'alley', 'skinner', 'nabab', 'tigre', 'mcgowan', 'braunen corp', 'braunen', 'œuvres charité', 'corp']
304	-3.018461743807912e-05	['oc', 'zwickau', 'quim', 'fileclerk', 'schlomo', 'sotte', 'xvi siècle', 'connotation', 'péjoratif', 'saillir']
383	-3.018461743807912e-05	['mourier', 'beckett', 'hamway', 'lauderdale', 'lenormand', 'flics lauderdale', 'tueur dépeceur', 'wexford', 'dépeceur', 'puissance infinie']
161	-5.383844036049206e-05	['bateau', 'gee', 'twain', 'eau', 'shrimp', 'cabine', 'barque', 'quai', 'périclès', 'prisko']
207	-6.036923487615824e-05	['leaper', 'vêtements', 'irv', 'leviticus leaper', 'leviticus', 'tenue', 'chemise', 'ganimard', 'canot', 'cravate']
296	-6.690002939182453e-05	['survivants', 'manenkov', 'gaël', 'ludvîk', 'mme dawkins', 'jeanmaire', '575', 'recensée', 'ambition', 'sexomorphe']
293	-6.690002939182453e-05	['léonard', 'cass', 'beyle', 'voiture', 'lilienborn', 'yamanote', 'colle', 'chambers', 'chef chef', 'xiv']
362	-0.00011014623586123602	['cordobân', 'sandwich jambon', 'lingard', 'gérald', 'shérif', 'gotobed', 'jambon', 'mercredi 27', 'vois mensonge', 'gedge']
367	-0.00011014623586123602	['modèles', 'retoucheuse', 'moyen toucher', 'oddie', 'lariboisière', 'japonais', 'keraij', 'tivali', '30', 'jérémiah']
117	-0.00012726926426798266	['odeur', 'odeurs', 'parfum', 'gozals', 'parfums', 'biltine', 'petitjean', 'sunapee', 'ivresse', 'souvenirs']
179	-0.00014033085329931503	['séréna', 'saylor', 'oncle', 'gramps', 'atwood', 'townsend', 'frère suppôt', 'programmeur', 'hobart', 'suppôt']
251	-0.00014686164781498143	['sandorf', 'bélonie', 'tentes', 'temudjin', 'vaches', 'stéphane', 'rhada', 'chevaux', 'forêt', 'blancheur']
123	-0.00017051547073739458	['pistolet', 'revolver', 'skinner', 'balle', 'carpenter', 'balles', 'calendar', 'baule', '45', 'bronski']
144	-0.00017704626525306055	['beecher', 'heap', 'sukie', 'tabora', 'dogtinder', 'garnel', 'filby', 'yor', 'tribling', 'aérol']
237	-0.00018357705976872673	['séréna', 'lordy', 'laveuglant', 'flox', 'defeckmann', 'kehlweiler', 'butron', 'masters', 'dobel', 'bitchy']
315	-0.00019010785428439292	['quade', 'jumeaux', 'frère sœur', 'thayer', 'frère', 'gémellité', 'sœur', 'quade père', 'enquêtes génétiques', 'rouquines']
342	-0.00019010785428439292	['fouldroule', 'portières', 'usine', 'caisses', 'pincée poussière', 'pris ligne', 'régulier gouttes', 'soudure', 'casque', 'grises']
311	-0.00019010785428439292	['bovey', 'relivaux', 'mme graver', 'policier', 'ennuis', 'carte venait', 'police', 'graver', 'chiens', 'service ordre']
300	-0.00023335406075380446	['red', 'noirs', 'blancs', 'viêt', 'ballard', 'noir', 'broederbond', 'blancs noirs', 'délégué', 'apartheid']
395	-0.00023335406075380446	['peintre', 'boîte', 'atelier', 'mère', 'boîte neuve', 'hirondelle', 'dessiner', 'devais', 'peindre', 'sentais']
